"year","country_return","benchmark_return","difference","outperformed","country","benchmark"
2009,34.6869040158005,24.6303920268618,10.0565119889386,TRUE,"The Netherlands","Euro7"
2010,5.75735825867941,-0.58255127698152,6.33990953566093,TRUE,"The Netherlands","Euro7"
2011,-12.695929696423,-16.7889723648188,4.09304266839582,TRUE,"The Netherlands","Euro7"
2013,15.2813272751742,17.2133756874815,-1.93204841230732,FALSE,"The Netherlands","Euro7"
2014,5.23093099609098,1.58182537256891,3.64910562352207,TRUE,"The Netherlands","Euro7"
2015,4.76648596932378,0.161271415099616,4.60521455422416,TRUE,"The Netherlands","Euro7"
2016,10.572810965963,5.09559460168842,5.4772163642746,TRUE,"The Netherlands","Euro7"
2017,13.1806494606876,11.0524139891096,2.12823547157801,TRUE,"The Netherlands","Euro7"
2018,-10.5201354227348,-13.1488122766076,2.62867685387276,TRUE,"The Netherlands","Euro7"
2019,25.9777901015606,21.5098397558058,4.46795034575478,TRUE,"The Netherlands","Euro7"
2020,2.73021419373284,-4.67934059889283,7.40955479262567,TRUE,"The Netherlands","Euro7"
2021,26.2507464981223,18.4657101903932,7.78503630772902,TRUE,"The Netherlands","Euro7"
2022,-14.142054857866,-9.20299117199461,-4.93906368587143,FALSE,"The Netherlands","Euro7"
2023,12.8688476506923,16.8234972429117,-3.95464959221941,FALSE,"The Netherlands","Euro7"
2024,11.1219317519982,9.77374064437416,1.34819110762406,TRUE,"The Netherlands","Euro7"
