"year","country_return","benchmark_return","difference","outperformed","country","benchmark"
2021,-3.77407014691061,7.46050216578407,-11.2345723126947,FALSE,"Malaysia","Asia8"
2022,-3.74282484139164,-8.128137046584,4.38531220519236,TRUE,"Malaysia","Asia8"
2023,-2.27605600076102,11.6802685783206,-13.9563245790816,FALSE,"Malaysia","Asia8"
2024,13.0925500120961,13.6676726256453,-0.575122613549182,FALSE,"Malaysia","Asia8"
2007,15.4708317064659,16.850709628651,-1.37987792218511,FALSE,"Singapore","Asia8"
2013,-0.66362108852939,9.45953578435292,-10.1231568728823,FALSE,"Singapore","Asia8"
2016,-0.293156680512876,1.67288959649812,-1.96604627701099,FALSE,"Singapore","Asia8"
2017,17.8704510521302,18.4724284042362,-0.601977352106005,FALSE,"Singapore","Asia8"
2018,-9.91404536763645,-11.0167475565754,1.10270218893896,TRUE,"Singapore","Asia8"
2021,9.74913868417791,7.46050216578407,2.28863651839383,TRUE,"Singapore","Asia8"
2022,3.8601137411692,-8.128137046584,11.9882507877532,TRUE,"Singapore","Asia8"
2023,-0.114672693637265,11.6802685783206,-11.7949412719579,FALSE,"Singapore","Asia8"
2024,16.8712955122777,13.6676726256453,3.20362288663248,TRUE,"Singapore","Asia8"
2006,46.3191769194176,88.097494413557,-41.7783174941394,FALSE,"India","Asia8"
2007,46.7119493749698,16.850709628651,29.8612397463188,TRUE,"India","Asia8"
2011,-25.0547343767877,-13.9536138018499,-11.1011205749378,FALSE,"India","Asia8"
2017,27.5004169680133,18.4724284042362,9.0279885637771,TRUE,"India","Asia8"
2018,5.89647837564169,-11.0167475565754,16.9132259322171,TRUE,"India","Asia8"
2022,4.33998377344508,-8.128137046584,12.4681208200291,TRUE,"India","Asia8"
2023,18.677161582816,11.6802685783206,6.99689300449537,TRUE,"India","Asia8"
2010,46.1501152658369,18.4113710023303,27.7387442635067,TRUE,"Indonesia","Asia8"
2011,3.16923245233926,-13.9536138018499,17.1228462541892,TRUE,"Indonesia","Asia8"
2012,12.9497910355463,11.4001127234597,1.54967831208661,TRUE,"Indonesia","Asia8"
2013,-1.12367508569187,9.45953578435292,-10.5832108700448,FALSE,"Indonesia","Asia8"
2016,15.6445432058965,1.67288959649812,13.9716536093984,TRUE,"Indonesia","Asia8"
2020,-5.29142908587528,13.4962704582886,-18.7876995441639,FALSE,"Indonesia","Asia8"
2021,9.73105019425971,7.46050216578407,2.27054802847564,TRUE,"Indonesia","Asia8"
2022,4.01380122265666,-8.128137046584,12.1419382692407,TRUE,"Indonesia","Asia8"
2023,6.16074506090953,11.6802685783206,-5.51952351741108,FALSE,"Indonesia","Asia8"
